dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
American Tribal Style,Belly dance,Belly dance American Tribal Style tutorial,OG6kPNCTnrk,https://www.youtube.com/watch?v=OG6kPNCTnrk,Tribal Bellydance Hair Tutorial - Super Short Hair,"A bellydance hair tutorial from Deep Roots Dance, appropriate for ATS hair and tribal or tribal fusion hair. Student Arya Pretlow ...",Deep Roots Dance,2011-11-14T08:06:58Z,14919,136,8,PT15M,8,positive,0.875,8.0
American Tribal Style,Belly dance,Belly dance American Tribal Style tutorial,lKuOIjSIAuw,https://www.youtube.com/watch?v=lKuOIjSIAuw,Tribal Fusion Bellydance technique *SIDEWINDER*,Learn and improve your SIDEWINDER with this free videolesson...enjoy it!,Mimesis- Tribal Fusion & Bellydance lab by Roberta,2022-11-20T21:29:27Z,1380,40,0,PT4M38S,0,,,
American Tribal Style,Belly dance,Belly dance American Tribal Style tutorial,AoQ-1FPdXeo,https://www.youtube.com/watch?v=AoQ-1FPdXeo,Tribal Fusion Bellydance- Tutting inspired  sequence tutorial,Tribal Fusion Bellydance Sequence Tutorial- Quarantine Edition To suport me follow me on instagram: ...,Raquel Fusion Bellydance,2020-04-29T08:09:41Z,67052,3185,70,PT11M37S,10,positive,1.0,10.0
American Tribal Style,Belly dance,Belly dance American Tribal Style tutorial,KrkZxfp26GE,https://www.youtube.com/watch?v=KrkZxfp26GE,"Tribal Belly Dance Drill: Torso positioning with Barrel, Pulse, Loco Camel, and Reverse Turn","Leigh Anne drills torso differentiation among four ATS® movements, reviewing material from ATS® classes in San Carlos and ...",Alhambra Dance Company,2017-08-11T19:16:11Z,13118,337,2,PT5M36S,1,neutral,0.0,1.0
American Tribal Style,Belly dance,Belly dance American Tribal Style tutorial,PRxi5puiMOs,https://www.youtube.com/watch?v=PRxi5puiMOs,Tribal Belly Dance vs Cabaret Belly Dance,Which style do you like best? Differences between Tribal and Cabaret Belly Dance.,Andrea de la Torre,2015-03-29T03:58:47Z,45895,870,134,PT6M45S,10,positive,0.8,10.0
American Tribal Style,Belly dance,Belly dance American Tribal Style tutorial,p63v65v9Nb0,https://www.youtube.com/watch?v=p63v65v9Nb0,La Catalina - egyptian tribal fusion bellydance | Anubis (Анубис) @TRIBAL BEAT FEST 2018,Tribal dark fusion performance of La Сatalina and Priestesses at TRIBAL BEAT FEST gala show in 2018. На данном видео в ...,La Catalina,2019-03-27T17:04:52Z,991790,25182,556,PT4M25S,10,positive,0.7,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,Q7VR-GtcNOk,https://www.youtube.com/watch?v=Q7VR-GtcNOk,Jillina&#39;s Tutorial - how to use a Belly Dance Saidi Stick or Cane,"Learn how to use a Belly Dance Saidi Stick or cane (Asaya) with my tutorial! I'll show you tips on holding, swinging, twirling, and ...",Jillina,2020-11-11T23:40:10Z,18834,740,33,PT6M27S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,3N7PLiyI-a8,https://www.youtube.com/watch?v=3N7PLiyI-a8,Gitza - Luxor Baladna SAIDI,"Festival RAKS MERAKI in Barcelona, november 2019. Choreography Gitza Music Luxor Baladna - Upper Egypt Ensemble ...",Gitza_bellydance,2020-11-10T09:45:23Z,278113,6490,169,PT4M27S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,E-vGmZJuK5E,https://www.youtube.com/watch?v=E-vGmZJuK5E,Saidi Belly Dance By El Fen | الرقص الشرقي  | HD,Hey My Loves. ♥ Hope Everyone Is Well? Hope You Enjoy My Improvised / Choreographed Saidi Dance. ♥ Follow Me On.,El Fen Belly Dance,2018-01-23T19:15:14Z,8663507,61667,1193,PT4M31S,10,positive,0.9,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,vY2P4f3j3HI,https://www.youtube.com/watch?v=vY2P4f3j3HI,SAIDI dance: raqs al assaya tutorial basic moves - Best Belly Dance Workout,SAIDI dance: raqs al assaya tutorial basic moves - Best Belly Dance Workout First video about SAIDI DANCE with CANE called ...,Best Belly Dance Workout,2017-03-28T12:39:18Z,27841,495,27,PT6M24S,10,positive,0.6,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,qWvFLPHJ2Dg,https://www.youtube.com/watch?v=qWvFLPHJ2Dg,Basic Saidi Combo - Tips from the Iana Dance Club with guest teacher Veronika Shulkevich,This clip is from our recent intensive at the Iana Dance Club: https://www.ianadanceclub.com/intensives/saidi-stick-(tahtib) Get to ...,Iana Komarnytska,2022-06-09T15:19:58Z,2975,128,2,PT5M41S,2,positive,1.0,2.0
Saidi,Belly dance,Belly dance Saidi tutorial,8qzZ0mUC3rE,https://www.youtube.com/watch?v=8qzZ0mUC3rE,Sadie Belly dance,I know This videwo have been done over and over. I am big fan of Sadie cause her charisma and elegant to dance to drum solos ...,ShahidM2,2016-07-23T05:30:30Z,2117327,14815,434,PT6M46S,10,positive,0.9,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,sBI2iIlBh68,https://www.youtube.com/watch?v=sBI2iIlBh68,How to Saidi Jump || Belly Dance Basics,"Hi Shimmy Shakers, Another great folkloric move for you today. Please check out the other belly dance basics tutorials to learn ...",Belly Dancer Diaries,2017-09-11T21:00:01Z,5206,89,12,PT5M40S,5,positive,0.8,5.0
Saidi,Belly dance,Belly dance Saidi tutorial,i6lou8sMc54,https://www.youtube.com/watch?v=i6lou8sMc54,Saidi bellydance lesson 1 from Aziza basic step,Saidi basic step. There's full free #bellydance lesson of basic #saidi step from me. I hope you will find interesting and yourself ...,Aziza Bellydancer,2020-05-18T14:33:02Z,1569,11,0,PT5M51S,0,,,
Saidi,Belly dance,Belly dance Saidi tutorial,0xrhQYnEO58,https://www.youtube.com/watch?v=0xrhQYnEO58,SAIDI 🔥PASOS BÁSICOS DE LA DANZA ÁRABE. Movimientos para saidi Nabila Nuit. Folklore Egipcio.,"Hola holaaaa! qué alegría estar por aquí otra vez, vuelvo con este tutorial sobre los pasos básicos para bailar saidi, esta danza ...",Nabila Nuit,2023-08-25T13:00:09Z,19451,1263,76,PT16M9S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,NgCMnWFUnFI,https://www.youtube.com/watch?v=NgCMnWFUnFI,Saida (Ritmo Maksum),,BarbaraDvorzak,2009-04-17T14:17:29Z,741006,3081,92,PT9M46S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,HXWAJ4d_Ivo,https://www.youtube.com/watch?v=HXWAJ4d_Ivo,Saidi - Bellydance Malang - Special Class 16 Januari 2022,specialclass #bellydance.,SANTISTUDIO BELLYDANCE,2022-01-19T03:13:16Z,247,9,0,PT4M1S,0,,,
Saidi,Belly dance,Belly dance Saidi tutorial,vOSykWDjjyM,https://www.youtube.com/watch?v=vOSykWDjjyM,Belly Dance Folklore | Saidi Style - The Saidi Basic,There is an ancient and rich culture behind the beautiful art of Arab dance - or belly dance - and one of my absolutely favorite ...,Sahira Bellydances,2022-11-10T14:30:11Z,9655,351,24,PT6M58S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,S4CGj_BjKRE,https://www.youtube.com/watch?v=S4CGj_BjKRE,🎓👟 2 ideas for Saidi belly dance tutorial | In Place or In Space | TahiraBDD #13,"While interpreting various rhythms in oriental dance music, it is good to start with basic ideas. This time our basic idea is ➡️ in ...",Tahira Belly Dance Diary,2020-08-19T19:03:36Z,4536,210,15,PT18M,8,positive,1.0,8.0
Saidi,Belly dance,Belly dance Saidi tutorial,IDDroB2_7_M,https://www.youtube.com/watch?v=IDDroB2_7_M,Ya Helwa 2019 Guest Star: Vanessa of Cairo (Saidi),Vanessa of Cairo performs a saidi (assaya/cane) piece as the special guest star at Rahel's 8th annual bellydance show case Ya ...,RahelDance,2019-07-26T07:45:06Z,1613528,10181,247,PT5M47S,10,positive,1.0,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,-_O8GehE4Bw,https://www.youtube.com/watch?v=-_O8GehE4Bw,Caitlin Teaches Saidi 3/4 Shimmy with a Semiha,Supplemental Belly Dance mini-drills and lessons do to during quarantine!,Bella Diva World Dance,2020-03-27T21:41:13Z,386,12,0,PT8M1S,0,,,
Saidi,Belly dance,Belly dance Saidi tutorial,Hcd1qUNv75U,https://www.youtube.com/watch?v=Hcd1qUNv75U,الغازية والصعيدي - رقص صعيدي - Ghawazi/saidi belly dance - Atelier Bellmasry by Taly Hanafy,"غوازي الصعيد رقص صعيدي Ghawazi in Said غوازي الصعيد saidi, sagats, stick, saidi, bellydance, folkloric dance from Egypt Video ...",Bell'Masry by Taly and Kareem GaD,2021-09-10T13:21:05Z,410199,7312,191,PT4M29S,10,positive,0.6,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,Hz6D4pq4m_U,https://www.youtube.com/watch?v=Hz6D4pq4m_U,20 min | Awaken Your Feminine Energy! | Belly Dance Feminine Flow Workout 💕,Ready to experience the joy of belly dance fitness? Let's move! ❤️‍   GET THE APP & PLATFORM: BellyFitbyLeilah.com ...,BellyFIT by Leilah,2025-03-15T00:00:22Z,202907,8079,93,PT19M50S,10,positive,0.8,20.0
Saidi,Belly dance,Belly dance Saidi tutorial,5GQeYEnySwg,https://www.youtube.com/watch?v=5GQeYEnySwg,Belly Dancing - How to belly dance drum solo to Sahra Saidi,I am teaching online belly dance classes!! Here is the code to get your FREE CLASS with me! Plus you can take other classes...for ...,"Samantha Karim, The Inner Dancer",2012-02-17T01:46:09Z,3918,41,4,PT5M15S,2,positive,1.0,2.0
Saidi,Belly dance,Belly dance Saidi tutorial,Pv-876qpvCg,https://www.youtube.com/watch?v=Pv-876qpvCg,Sadie Marquardt EPIC bellydance performance in The Massive Spectacular! (2020) 4K,"Like this video, please like and subscribe to our channel. And if you LOVE this video, buy us a coffee and help us continue to bring ...",The Massive Spectacular!,2020-05-15T18:00:12Z,6528246,66158,1564,PT10M54S,10,positive,0.8,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,HLyL2XX4TjU,https://www.youtube.com/watch?v=HLyL2XX4TjU,My First Belly Dance Lesson |  Beginners Belly Class  💕 Lesson 1,"Ready to dive deeper into belly dance? Check out BellyFit by Leilah, for the FULL beginners course!",BellyFIT by Leilah,2025-03-22T12:00:25Z,518197,10980,122,PT16M56S,10,positive,0.8,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,emTIgh7BbAs,https://www.youtube.com/watch?v=emTIgh7BbAs,Saidi - Double Assaya,Performed and Choreographed by Pheona.,Belly Dance China,2022-03-26T16:13:10Z,482631,7784,153,PT4M15S,10,positive,0.9,10.0
Saidi,Belly dance,Belly dance Saidi tutorial,8XGIRLwcw4o,https://www.youtube.com/watch?v=8XGIRLwcw4o,&quot;Justice&quot; – Sword Belly Dance by Irina Akulenko | Learn it → at WorldDanceNewYork.com,Study belly dance with Irina at https://worlddancenewyork.com/collections/beginners ✓ Watch on any device — anywhere in the ...,World Dance New York,2010-01-26T23:18:54Z,12882897,275308,4991,PT5M22S,10,positive,0.6,30.0
Saidi,Belly dance,Belly dance Saidi tutorial,4ppLzAdRRsY,https://www.youtube.com/watch?v=4ppLzAdRRsY,How to SWING a CANE - SAIDI,Using props like the cane or asaya in belly dancing is so much fun! It is also a fantastic way to engage your audience and add ...,Belly Dancer Diaries,2021-01-03T20:00:04Z,2833,68,13,PT5M32S,7,positive,0.5714,7.0
Saidi,Belly dance,Belly dance Saidi tutorial,Bp8jOrCOiIA,https://www.youtube.com/watch?v=Bp8jOrCOiIA,Bellydance lessons Saidi Rhythm for beginners workshop lessons,Bellydance lessons Saidi Rhythm for beginners workshop lessons.,Zarina Kozeniuk,2017-09-25T03:58:55Z,8133,210,4,PT7M18S,2,positive,0.5,2.0
Saidi,Belly dance,Belly dance Saidi tutorial,6ur6ge5fvk0,https://www.youtube.com/watch?v=6ur6ge5fvk0,Belly Dance Tutorial For Beginners!! Lesson 1 | Posture and Chest Circles | Dance with Meher Malik,"Learn the Basics of Belly Dancing with Meher Malik. In this lesson, Meher will show you the correct belly dancing posture and a ...",Studio Banjara,2018-03-20T10:21:50Z,4696859,106786,1970,PT8M24S,10,neutral,0.2,30.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,TZHv9BsANOU,https://www.youtube.com/watch?v=TZHv9BsANOU,Belly dance lesson Rhythm Khaleegy by Diana Gnatchenko,"More information: https://www.artemuzunov.com/darbukarhythms Bellydance lessons in mobile application ""Darbuka Rhythms"".",Artem Uzunov,2019-04-20T06:46:13Z,56850,1462,15,PT4M10S,10,positive,0.9,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,u8_s7tY0iqA,https://www.youtube.com/watch?v=u8_s7tY0iqA,TUTORIAL DANZA ARABE #1 : Cadera circular y sus variaciones,"Hola bailarinas! Hoy te explico como hacer uno de los pasos básicos de la danza árabe, la cadera circular. OTROS ...",Bellydance Project,2017-04-27T17:48:14Z,856666,26297,365,PT5M12S,10,positive,0.6,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,jNA0C5CUJxQ,https://www.youtube.com/watch?v=jNA0C5CUJxQ,Kawliya Iraqi Dance - Belly Collabo,Kawliya Gypsy Play Daniela Gómez colabora con Wendy Sîdar en Danza Gitana Iraquí (Kawliya) Mis redes sociales: ...,Daniela Gómez,2019-04-13T14:27:52Z,48880043,330070,17690,PT4M45S,10,positive,0.9,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,OOHwyvPBm8w,https://www.youtube.com/watch?v=OOHwyvPBm8w,Iraqi dance online Class for beginners الرقص العراقي للمبتدئين,"ِAssala Ibrahim is international master dance teachers, who travelled the world sharing the heritage and culture of Iraqi dance.",Assala Ibrahim Iraqi Dance and Culture,2020-04-17T11:08:39Z,33639,1273,15,PT7M17S,10,positive,0.8,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,nT6YQBX67WY,https://www.youtube.com/watch?v=nT6YQBX67WY,Iraqi Dance Tutorial - 6 Basic  Steps,"Take it easy, as for many ladies find hard to learn this style, but on this tutorial you will start from step by step, please training until ...",Belly Art Dubai,2019-08-07T17:25:03Z,50045,1688,28,PT6M47S,10,positive,0.9,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,iIXFyZC6cfE,https://www.youtube.com/watch?v=iIXFyZC6cfE,How to BELLY DANCE - tutorial at home,NEW TUTORIAL https://youtu.be/H3A_vdiQVj0 warm up video https://youtu.be/U9GE0oVYAFo arabic bellydance movements ...,Elissa4dance,2021-07-07T22:37:35Z,1159,36,7,PT7M43S,5,positive,1.0,5.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,yiXHUuOz5PY,https://www.youtube.com/watch?v=yiXHUuOz5PY,"💃TODO sobre el GÉNERO KAWLEEYA o DANZA IRAQUÍ ⚔ MÚSICA, VESTUARIO y MUCHO MÁS!!",Y por supuesto te dejo mis redes sociales para que me sigas y estemos más al contacto: -Pinterest de Kayra Mahirimah: ...,Esencia Oriental,2015-11-28T15:09:43Z,25586,1135,119,PT7M29S,10,positive,1.0,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,_rUb6Hrs5HM,https://www.youtube.com/watch?v=_rUb6Hrs5HM,Hair flick FLOW,I love using hair flicks in belly dance performances. They are dramatic and allow me make the most of the hours spent to make my ...,Belly Dancer Diaries,2020-02-14T20:00:05Z,3390,77,9,PT6M6S,4,positive,1.0,4.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,hhv24gJVEcU,https://www.youtube.com/watch?v=hhv24gJVEcU,Belly dancing tutorial 1,"Hey guys and gals! This is my first dance tutorial. In it, I show you basic posture, the swan arms and the front and side hit.",Chelsea Dobbs,2015-03-18T20:49:03Z,144,4,0,PT7M12S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,kTv5J4J0rOA,https://www.youtube.com/watch?v=kTv5J4J0rOA,IRAQI FOLK DANCE KAWLEEYAH by @ARINA_BELLYDANCER,iraqidance #kawleeya #kawleeyadance https://instagram.com/arina_bellydancer?igshid=u67r2l8fyxn9.,Natalia Liseeva,2021-02-17T12:59:37Z,929,19,0,PT6M47S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,EVVQ14pIJ3A,https://www.youtube.com/watch?v=EVVQ14pIJ3A,8 min Belly dance Warm up - with Yasaman,Please Subscribe!!! In this video Yasaman gives you a easy to follow warm up. Thanks for watching. Follow Yasaman at ...,Yasaman Vrd'dhi,2011-08-30T23:44:00Z,540,4,0,PT7M54S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,DKRwK8RGnpk,https://www.youtube.com/watch?v=DKRwK8RGnpk,Iraqi Kawleya Fusion Group Choreo by Mohanned Hawaz 2023,"Mohanned Hawaz, Vaagn Tadevosian, Oxana Bazaeva, Eva Mandisa, Anastasia Borisova, Ramile Lemish and Aruna Akhmatova ...",Eva Mandisa - Greek Bellydancer,2023-08-23T21:00:06Z,493529,2215,36,PT5M21S,10,positive,0.6,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,5b5uvpEoHGU,https://www.youtube.com/watch?v=5b5uvpEoHGU,Bellydance lessons,"Урок восточного танца, работа над элементами #гербалайф #дляженщин #bellydance #oriental #dance ...",Дарʼя Яланська,2022-11-22T22:10:59Z,2103,19,3,PT11M39S,3,positive,0.6667,3.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,MtMPHxkrgYA,https://www.youtube.com/watch?v=MtMPHxkrgYA,Iraqi Kawleeya knife dance,,PERSIAN DREAMS,2024-07-15T15:45:26Z,5645,75,3,PT4M17S,2,positive,1.0,2.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,anhtzLwvx8M,https://www.youtube.com/watch?v=anhtzLwvx8M,Iraquí Dance by Daniela Gómez,Una semana más de Brillando en la Azotea #bailarina #danzaoriental #bellydance Follow me Instagram: ...,Daniela Gómez,2021-01-21T04:00:00Z,6527,187,15,PT4M28S,10,positive,1.0,10.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,NlXhXPQK19k,https://www.youtube.com/watch?v=NlXhXPQK19k,IRAKI KAWLEEYA Y DABKE CHOREOGRAFIA DE MATISA BELLYDANCE 2016,Propuesta: De Irak al Líbano Coreografia: Matilde Mendoza ( Matisa ) Gala de la Danza 2016 Pro Danza Carabobo Teatro ...,Matisa Bellydance,2023-08-01T19:09:55Z,380,4,0,PT5M37S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,ojfzdQFHvBk,https://www.youtube.com/watch?v=ojfzdQFHvBk,giselle belly dancer   iraqi or kawleeya dance   عراقي دانس   youtube 1,,masod asadi,2019-03-24T21:31:08Z,3854,47,3,PT6M59S,2,positive,0.5,2.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,2rrrglL3Jss,https://www.youtube.com/watch?v=2rrrglL3Jss,#dancewithaliah project. Video 8: Modern iraqi choreo,"Choreography by Aliah (Instagram: @aliah_bellydance, Facebook: @aliah.dance) Video by Vladimir Kluchenkov ...",Aliah Bellydance,2020-07-05T19:45:55Z,333,6,0,PT8M7S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,ZwWvyQEn1fg,https://www.youtube.com/watch?v=ZwWvyQEn1fg,7 Ways a Belly Dancer Moves,An introduction to seven underlying movement types that form the Belly Dance movement vocabulary. If you would like me to ...,Belly Raqs with Kashmir,2017-04-15T20:00:01Z,236,8,2,PT4M39S,1,positive,1.0,1.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,Yn1RU0qy1m0,https://www.youtube.com/watch?v=Yn1RU0qy1m0,Live To Dance 2019 -  Kawleeya - El Mohandes,"Live To Dance 2019 ❤️ Presents by Jessy Zhou Bellydance Singapore. -- Kawleeya - El Mohandes Dancers: Esther Lim, Yang, ...",JessyBellyDance,2019-12-14T04:47:17Z,372,3,0,PT6M42S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,pWLLiO7Xe3M,https://www.youtube.com/watch?v=pWLLiO7Xe3M,Basic Bellydance moves (movimentos iniciantes) - Cia Khalina Aymelek,Instructional Bellydance class - Cia Khalina Aymelek Basic Moves - Figure eight For on line classes (Skype) + 55 (11) 98635.9814 ...,Cia Khalina Aymelek,2020-04-07T10:00:31Z,159,8,0,PT5M22S,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,N-aEwFZCcQo,https://www.youtube.com/watch?v=N-aEwFZCcQo,KHALEEGY DANCE TUTORIAL: the basic moves,Come with me and let me teach you the very basic movements of this beautiful and sensual style. This tutorial will teach you the ...,Carmen Fragoso,2018-04-03T18:00:01Z,888087,18019,884,PT13M22S,10,positive,0.7,20.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,c8MnQ8pREm0,https://www.youtube.com/watch?v=c8MnQ8pREm0,Myriam aamina - Fakerni,Dancer:Myriam Aamina Song: Fakerni by Haifa Wehbe OPF 2015 Athinais Cultural Center.,Myriam Aamina,2015-12-06T09:23:55Z,71105,953,12,PT4M3S,9,positive,0.6667,9.0
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,k2pvcAmctjU,https://www.youtube.com/watch?v=k2pvcAmctjU,Learn to Belly Dance practice for Beginners (Extract),"Thank you for watching :-) and subscribing to my channel I love teaching beginners how to Belly Dance, enjoy movements and ...",Simona Evoli BellyDance,2021-03-25T20:52:16Z,63,4,0,PT5M,0,,,
Kawleeya,Belly dance,Belly dance Kawleeya tutorial,hF2TAordUFY,https://www.youtube.com/watch?v=hF2TAordUFY,Mix of Sajida obaid (Iraqi dance by Carmen )  ميكس ساجده عبيد,JOIN MY FANFIX: https://app.fanfix.io/@carmenfragoso. Only social media accounts: Instagram ...,Carmen Fragoso,2023-10-03T15:22:51Z,6742821,40993,893,PT4M59S,10,positive,0.8,10.0
Khaleeji,Belly dance,Belly dance Khaleeji tutorial,N-aEwFZCcQo,https://www.youtube.com/watch?v=N-aEwFZCcQo,KHALEEGY DANCE TUTORIAL: the basic moves,Come with me and let me teach you the very basic movements of this beautiful and sensual style. This tutorial will teach you the ...,Carmen Fragoso,2018-04-03T18:00:01Z,888087,18019,884,PT13M22S,10,positive,0.7,20.0
Khaleeji,Belly dance,Belly dance Khaleeji tutorial,aQeeDzm3Q_s,https://www.youtube.com/watch?v=aQeeDzm3Q_s,Khaliji Tutorial - 6 Basic Steps,"Take it easy, as for many ladies find hard to learn this style, but on this tutorial you will start from step by step, please training until ...",Belly Art Dubai,2019-08-01T05:38:12Z,42776,867,23,PT5M26S,10,positive,0.6,10.0
Baladi,Belly dance,Belly dance Baladi tutorial,lsTal8pOTQQ,https://www.youtube.com/watch?v=lsTal8pOTQQ,Belly dance lesson Rhythm Baladi by Diana Gnatchenko,"More information: https://www.artemuzunov.com/darbukarhythms Bellydance lessons in mobile application ""Darbuka Rhythms"".",Artem Uzunov,2019-04-27T09:55:14Z,63875,1754,15,PT4M39S,10,positive,1.0,20.0
Baladi,Belly dance,Belly dance Baladi tutorial,6-BzCLOKZY8,https://www.youtube.com/watch?v=6-BzCLOKZY8,BALADI dance tutorial basic moves - Best Belly Dance Workout,"BALADI dance tutorial basic moves - Best Belly Dance Workout First video about BALADI DANCE, folk from Egypt. Here you have ...",Best Belly Dance Workout,2017-04-18T11:22:45Z,28029,0,14,PT6M1S,7,positive,1.0,7.0
Romani dance,Belly dance,Belly dance Romani dance tutorial,4H08dEetfsI,https://www.youtube.com/watch?v=4H08dEetfsI,"Learn Turkish Roma Dance, Free mini class with Iana, Basic Belly Movement of Turkish Romani dancing",Free mini tutorial/Part2/Basic Combination: https://www.youtube.com/watch?v=fSwBLTf8Qn4 Learn Turkish Roma Dance: ...,Iana Komarnytska,2015-02-23T05:50:22Z,132695,818,28,PT7M29S,10,positive,0.9,10.0
